lead_hours,valid_samples,persistence,ridge,surge_mlp,era5_cnn,cnn,cnn_lstm,cnn_gru,tcn,transformer,cnn_gru_rollout6
1,8681,12.043686350516367,4.7148038183695204,4.297807259168393,14.0541810924913,3.9244514585864847,3.4725704498800707,3.4842312794620836,4.596804349662637,4.061869815161931,3.461351059510587
3,8681,20.001881521364187,8.873172280073076,8.90713164916899,14.052748864012162,7.269828797048297,6.316896921752513,6.407251140439795,10.110175492642279,7.485791270967909,6.0789287081538195
6,8681,23.85652890325151,8.981104572194424,10.144443188583203,14.054379073826594,7.426673322924256,6.69335036008376,6.788572164226899,11.451318107588277,7.708319346302744,6.361685388793841
12,8681,14.347924789874515,9.351681794852972,11.809803994718216,14.052029509362843,7.670444092799403,7.012815057918319,7.108458121668305,13.25858099864363,8.006692977632008,6.565966728190385
24,8681,18.060137040318125,10.527096098769555,15.439347838727729,14.052907761257787,8.718190803448476,7.871949264341661,7.931502741505347,17.92939633266328,9.299523053467082,7.105879866815417
48,8681,24.513133890146708,12.86983125517396,18.598589137321785,14.017302129114679,11.60644754646931,9.79420964138439,10.118072390949806,25.278602631423976,12.144889224076936,8.669759144534888
72,8681,26.86931885499337,14.509954886320868,20.660670010765674,13.976508931199298,13.723174839464143,11.563849880288867,12.13906448969209,32.06881226680762,14.325475687406932,10.003045100207755
