lead_hours,model,n,pearson_r,r2,rmse_cm,mae_cm,bias_cm,rrmse_percent,skill_vs_same_lead_ridge,top5_n,top5_threshold_cm,top5_rmse_cm,rapid_rise_n,rapid_rise_threshold_cm_per_hour,rapid_rise_rmse_cm
1,persistence,8713,0.875429309507084,0.750841446881163,12.009453942966452,9.694337360758956,-0.0010876592368821278,63.94052370053198,-5.781162064053966,436,47.09729313850402,16.26861992366723,435,19.896469116210938,25.471329469777984
1,ridge,8713,0.9814579227998306,0.9632572484236008,4.611807795288209,3.5742515321626116,-0.024013910707174027,24.554106043233244,0.0,436,47.09729313850402,6.478113111147623,435,19.896469116210938,6.215176575471717
1,surge_mlp,8713,0.9840915420165837,0.9682694516480769,4.285723510941062,3.318575753796522,-0.12188182214811928,22.817973825175073,0.1364133879318803,436,47.09729313850402,6.084125319962162,435,19.896469116210938,5.719569792833876
1,era5_cnn,8713,0.7961640836572336,0.6322143323626129,14.590922858226742,11.584490811746367,0.488128161179785,77.68473514780247,-9.009747551776327,436,47.09729313850402,25.87270702998522,435,19.896469116210938,18.20219048353519
1,cnn,8713,0.9874088679025108,0.9748597760037482,3.81478382277923,2.9621108965317764,0.18315005577938726,20.310605010952806,0.315777318854911,436,47.09729313850402,4.935991237181276,435,19.896469116210938,4.676618644220374
1,cnn_lstm,8713,0.989604908772055,0.9792558002792316,3.4652430676093795,2.695147901262861,0.12534129205714062,18.4495862630247,0.4354206250004189,436,47.09729313850402,4.892203536652493,435,19.896469116210938,4.537977387834578
1,cnn_gru,8713,0.9896777573455241,0.9793875261520306,3.454223382145426,2.6868163144835955,-0.20598855320225803,18.390915447271833,0.4390057095993515,436,47.09729313850402,4.8047671826726885,435,19.896469116210938,4.4955372797059985
1,tcn,8713,0.9814305147211403,0.9630804460177277,4.622890255795126,3.5647375570212736,-0.11540157907113772,24.613111084767027,-0.004811898899446998,436,47.09729313850402,5.871091390237628,435,19.896469116210938,6.13093910589469
1,transformer,8713,0.9861367941045496,0.9722936329695132,4.004747623850102,3.1045937719084833,0.30494835550173144,21.322006943322013,0.24593652239470876,436,47.09729313850402,5.451558897067273,435,19.896469116210938,4.985423924424202
1,cnn_gru_rollout6,8713,0.9899724888215702,0.9799359247971203,3.4079634966226466,2.6541694350587814,-0.07445438627250146,18.144619377467137,0.4539310655283805,436,47.09729313850402,4.916862771545534,435,19.896469116210938,4.479644651451809
3,persistence,8713,0.619891794839942,0.23958418758569866,20.97620951704759,16.50962531281619,-0.004562898541678931,111.70183417567196,-4.559091538245106,436,47.09729313850402,32.496883057010265,435,19.896469116210938,29.07635153839303
3,ridge,8713,0.9291111776691648,0.8632122160279538,8.896621199348898,6.79605285929068,-0.08292269366408084,47.376000183722034,0.0,436,47.09729313850402,15.37857344341724,435,19.896469116210938,10.680129553402944
3,surge_mlp,8713,0.9233634162981413,0.8507039742008665,9.29449003668806,7.084332156425687,-0.6118591737997179,49.4947184800857,-0.09144268196963723,436,47.09729313850402,16.70270068159342,435,19.896469116210938,11.271687713439416
